"Text","Language"
"[260] Le pubblicazioni di notizie prodotte dalla comunità includono The Signpost di Wikipedia in inglese","Italinian"
"[261] Copre le notizie e gli eventi dal sito","Italinian"
"Pubblicazioni simili sono il Kurier in lingua tedesca e il Correio da Wikipédia in lingua portoghese.","Italinian"
"Altre pubblicazioni di notizie della comunità passate e presenti su Wikipedia in inglese includono il webcomic Wikiworld","Italinian"
"Ci sono anche diverse pubblicazioni della Wikimedia Foundation e pubblicazioni multilingue come Wikimedia Diff e This Month in Education.","Italinian"
"Quando il progetto è stato avviato nel 2001","Italinian"
"[262] Il GFDL è stato creato per i manuali software forniti con programmi software gratuiti con licenza GPL.","Italinian"
"Ciò l'ha resa una scelta sbagliata per un'opera di riferimento generale: ad esempio","Italinian"
"Nel dicembre 2002 è stata rilasciata la licenza Creative Commons: era pensata specificamente per i lavori creativi in ​​generale","Italinian"
"La licenza ha guadagnato popolarità tra i blogger e altri che distribuiscono lavori creativi sul Web.","Italinian"
"Il progetto Wikipedia ha cercato il passaggio a Creative Commons.","Italinian"
"[263] Poiché le due licenze","Italinian"
"(Una nuova versione del GFDL copre automaticamente i contenuti di Wikipedia.)","Italinian"
"Nell'aprile 2009","Italinian"
"[264][265][266][267] La ​​gestione dei file multimediali (ad es.","Italinian"
"file immagine) varia a seconda delle edizioni linguistiche.","Italinian"
"Alcune edizioni linguistiche","Italinian"
"nella legge giapponese sul diritto d'autore).","Italinian"
"File multimediali coperti da licenze di contenuto gratuito (ad es.","Italinian"
"CC BY-SA di Creative Commons) sono condivisi tra le edizioni linguistiche tramite il repository Wikimedia Commons","Italinian"
"L'adattamento di Wikipedia alle diverse leggi internazionali sul copyright relative alle immagini ha portato alcuni a osservare che la sua copertura fotografica degli argomenti è in ritardo rispetto alla qualità del testo enciclopedico.","Italinian"
"[268] La Wikimedia Foundation non è un licenziante di contenuti","Italinian"
"Questa posizione è stata difesa con successo in tribunale.","Italinian"
"[269][270] Poiché il contenuto di Wikipedia è distribuito con una licenza aperta","Italinian"
"Il contenuto di Wikipedia è stato pubblicato in molte forme","Italinian"
"Ottenere l'intero contenuto di Wikipedia per il riutilizzo presenta sfide","Italinian"
"[281] Wikipedia pubblica ""dump"" dei suoi contenuti","Italinian"
"[282] Diverse lingue di Wikipedia mantengono anche un banco di riferimento","Italinian"
"Secondo uno studio di Pnina Shachaf sul Journal of Documentation","Italinian"
"[283] Il mezzo originale di Wikipedia prevedeva che gli utenti leggessero e modificassero i contenuti utilizzando qualsiasi browser Web standard tramite una connessione Internet fissa.","Italinian"
"Sebbene i contenuti di Wikipedia siano accessibili tramite il Web mobile dal luglio 2013","Italinian"
"[8] L'articolo del New York Times riportava le statistiche di confronto per le modifiche da dispositivi mobili affermando che ""solo il 20 percento dei lettori della Wikipedia in lingua inglese proviene da dispositivi mobili","Italinian"
"E il passaggio all'editing mobile è ancora più ritardato.","Italinian"
"[8] Il New York Times riferisce che Möller ha assegnato un team di 10 sviluppatori di software focalizzati sul mobile""","Italinian"
"Una delle principali preoccupazioni citate dal New York Times per la ""preoccupazione"" è che Wikipedia affronti efficacemente i problemi di logoramento con il numero di editori che l'enciclopedia online attira per modificare e mantenere il suo contenuto in un ambiente di accesso mobile.","Italinian"
"[8] Bloomberg Businessweek ha riferito nel luglio 2014 che le app mobili Android di Google hanno dominato la quota maggiore delle spedizioni globali di smartphone per il 2013 con il 78","Italinian"
"[284] Al momento della nomina di Tretikov e della sua intervista web pubblicata con Sue Gardner nel maggio 2014","Italinian"
"Subito dopo l'intervista web pubblicata","Italinian"
"[228] L'ultima versione dell'app Android per Wikipedia è stata rilasciata il 23 luglio 2014","Italinian"
"[285] L'ultima versione per iOS è stata rilasciata il 3 aprile 2013","Italinian"
"[286] L'accesso a Wikipedia da telefoni cellulari era possibile già nel 2004","Italinian"
"Nel giugno 2007 Wikipedia ha lanciato en.mobile.wikipedia.org","Italinian"
"Nel 2009 è stato ufficialmente rilasciato un nuovo servizio mobile","Italinian"
"Sono emersi diversi altri metodi di accesso mobile a Wikipedia.","Italinian"
"Molti dispositivi e applicazioni ottimizzano o migliorano la visualizzazione dei contenuti di Wikipedia per i dispositivi mobili","Italinian"
"[288][289] Wikipedia Zero è stata un'iniziativa della Wikimedia Foundation per espandere la portata dell'enciclopedia ai paesi in via di sviluppo.","Italinian"
"[290] È stato interrotto nel febbraio 2018.","Italinian"
"[291] Andrew Lih e Andrew Brown sostengono entrambi che la modifica di Wikipedia con gli smartphone è difficile e questo scoraggia nuovi potenziali contributori.","Italinian"
"Il numero di redattori di Wikipedia è in calo dopo diversi anni e Tom Simonite del MIT Technology Review afferma che la struttura burocratica e le regole sono un fattore in questo.","Italinian"
"Simonite sostiene che alcuni wikipediani usano le regole e le linee guida labirintiche per dominare gli altri e quegli editori hanno un interesse acquisito nel mantenere lo status quo.","Italinian"
"[43] Lih afferma che c'è un serio disaccordo tra i contributori esistenti su come risolvere questo problema.","Italinian"
"Lih teme per il futuro a lungo termine di Wikipedia","Italinian"
"[292][293] Nel 2017-18","Italinian"
"Noam Cohen","Italinian"
"[12] A partire da novembre 2020, Alexa registra le visualizzazioni di pagina giornaliere per visitatore come 3.03 e il tempo medio giornaliero sul sito come 3:46 minuti.
[3] Nel febbraio 2014, il New York Times ha riferito che Wikipedia era al quinto posto a livello globale tra tutti i siti Web, affermando Con 18 miliardi di pagine visualizzate e quasi 500 milioni di visitatori unici al mese [...] Wikipedia segue solo Yahoo","Italinian"
"[8] Tuttavia, la sua classifica è scesa al 13° posto a livello globale entro giugno 2020, principalmente a causa dell'aumento della popolarità dei siti web cinesi per lo shopping online.
[294] Oltre alla crescita logistica del numero dei suoi articoli,[295] Wikipedia ha costantemente guadagnato lo status di sito web di riferimento generale sin dal suo inizio nel 2001.
[296] Circa il 50 percento del traffico dei motori di ricerca verso Wikipedia proviene da Google,[297] una buona parte del quale è legata alla ricerca accademica.
[298] Il numero di lettori di Wikipedia in tutto il mondo ha raggiunto i 365 milioni alla fine del 2009.
[299] Il progetto Pew Internet and American Life ha rilevato che un terzo degli utenti Internet statunitensi consultava Wikipedia.
[300] Nel 2011 Business Insider ha assegnato a Wikipedia una valutazione di 4 miliardi di dollari se pubblicava pubblicità.
[301] Secondo Wikipedia Readership Survey 2011""","Italinian"
"Quasi la metà dei lettori di Wikipedia visita il sito più di cinque volte al mese e un numero simile di lettori cerca specificatamente Wikipedia nei risultati dei motori di ricerca.","Italinian"
"Circa il 47% dei lettori di Wikipedia non si rende conto che Wikipedia è un'organizzazione senza scopo di lucro.","Italinian"
"[302] Durante la pandemia COVID-19","Italinian"
"[303] Il contenuto di Wikipedia è stato utilizzato anche in studi accademici","Italinian"
"[304][305][306] Il sito web del Parlamento del Canada fa riferimento all'articolo di Wikipedia sul matrimonio tra persone dello stesso sesso nella sezione ""collegamenti correlati"" del suo elenco di ""ulteriori letture"" per il Civil Marriage Act.","Italinian"
"[307] Le affermazioni dell'enciclopedia sono sempre più utilizzate come fonte da organizzazioni come i tribunali federali degli Stati Uniti e l'Organizzazione mondiale della proprietà intellettuale[308]","Italinian"
"[309] Il contenuto che appare su Wikipedia è stato anche citato come fonte e citato in alcuni rapporti dell'agenzia di intelligence statunitense.","Italinian"
"[310] Nel dicembre 2008","Italinian"
"[311] Wikipedia è stata utilizzata anche come fonte nel giornalismo","Italinian"
"[314][315][316] Nel 2006","Italinian"
"Nel luglio 2007","Italinian"
"Il 28 settembre 2007","Italinian"
"Ha detto che la mancanza di tale libertà ha costretto Wikipedia","Italinian"
"[319] Il 16 settembre 2007","Italinian"
"Già","Italinian"
"[320] Un articolo di Reuters dell'ottobre 2007, intitolato Pagina di Wikipedia l'ultimo status symbol""","Italinian"
"[321] Anche la partecipazione attiva ha un impatto.","Italinian"
"Gli studenti di giurisprudenza sono stati incaricati di scrivere articoli di Wikipedia come esercizio di scrittura chiara e succinta per un pubblico non iniziato.","Italinian"
"[322] Un gruppo di lavoro guidato da Peter Stone (formato come parte del progetto One Hundred Year Study on Artificial Intelligence con sede a Stanford) nel suo rapporto ha definito Wikipedia ""l'esempio più noto di crowdsourcing... che supera di gran lunga il tradizionale- fonti di informazioni compilate","Italinian"
"[323] In un articolo di opinione del 2017 per Wired, Hossein Derakhshan descrive Wikipedia come uno degli ultimi pilastri rimasti del web aperto e decentralizzato"" e contrapponeva la sua esistenza come fonte di conoscenza basata su testo con i social media e i servizi di social networking ","Italinian"
"Per Derakhshan","Italinian"
"Piuttosto che ""sapere aude"" (lett.","Italinian"
"''avere il coraggio di sapere'')","Italinian"
"Questo mentre Wikipedia deve affrontare ""un problema più preoccupante"" rispetto al finanziamento","Italinian"
"Di conseguenza","Italinian"
"[324] Wikipedia ha vinto due importanti premi nel maggio 2004.
[325] Il primo è stato un Golden Nica per le comunità digitali del concorso annuale Prix Ars Electronica; questo è arrivato con una sovvenzione di â‚¬ 10.000 (£ 6.588; $ 12.700) e un invito a presentare al PAE Cyberarts Festival in Austria nello stesso anno.
Il secondo è stato un Webby Award dei giudici per la categoria comunità"".","Italinian"
"[326] Wikipedia è stata anche nominata per un premio Webby ""Best Practices"".","Italinian"
"Nel 2007","Italinian"
"[327] Nel settembre 2008, Wikipedia ha ricevuto il premio Quadriga A Mission of Enlightenment del Werkstatt Deutschland insieme a Boris TadiÄ‡, Eckart Höfling e Peter Gabriel.
Il premio è stato consegnato al Galles da David Weinberger.
[328] In 2015, Wikipedia was awarded both the annual Erasmus Prize, which recognizes exceptional contributions to culture, society or social sciences,[329] and the Spanish Princess of Asturias Award on International Cooperation.
[330] Speaking at the Asturian Parliament in Oviedo, the city that hosts the awards ceremony, Jimmy Wales praised the work of the Asturian language Wikipedia users.
[331] The night of the ceremony, members of the Wikimedia Foundation held a meeting with Wikipedians from all parts of Spain, including the local Asturian community.
Many parodies target Wikipedia's openness and susceptibility to inserted inaccuracies, with characters vandalizing or modifying the online encyclopedia project's articles.
Comedian Stephen Colbert has parodied or referenced Wikipedia on numerous episodes of his show The Colbert Report and coined the related term wikiality, meaning together we can create a reality that we all agree onâ€”the reality we just agreed on"".","Italinian"
"[177] Another example can be found in ""Wikipedia Celebrates 750 Years of American Independence""","Italinian"
"Law' Wikipedia Page Viewed 874 Times Today"".","Italinian"
"[333] In an episode of the television comedy The Office U.S.","Italinian"
"[334] Viewers of the show tried to add the episode's mention of the page as a section of the actual Wikipedia article on negotiation","Italinian"
"[335] ""My Number One Doctor""","Italinian"
"[336] In 2008","Italinian"
"[337] The Dilbert comic strip from May 8","Italinian"
"[338] In July 2009, BBC Radio 4 broadcast a comedy series called Bigipedia, which was set on a website which was a parody of Wikipedia.
Some of the sketches were directly inspired by Wikipedia and its articles.
[339] On August 23, 2013, the New Yorker website published a cartoon with this caption: Dammit","Italinian"
"[340] The cartoon referred to Chelsea Elizabeth Manning (born Bradley Edward Manning), an American activist, politician, and former United States Army soldier and a trans woman.
In December 2015, John Julius Norwich stated, in a letter published in The Times newspaper, that as a historian he resorted to Wikipedia at least a dozen times a day""","Italinian"
"He described it as ""a work of reference as useful as any in existence""","Italinian"
"[341][342] Wikipedia has also spawned several sister projects","Italinian"
"These other Wikimedia projects include Wiktionary","Italinian"
"[344] Another sister project of Wikipedia","Italinian"
"In 2012 Wikivoyage","Italinian"
"The most obvious economic effect of Wikipedia has been the death of commercial encyclopedias","Italinian"
"EncyclopÃ¦dia Britannica","Italinian"
"[345][346][347] Nicholas Carr wrote a 2005 essay","Italinian"
"Carr wrote: ""Implicit in the ecstatic visions of Web 2.0 is the hegemony of the amateur.","Italinian"
"I for one can't imagine anything more frightening.","Italinian"
"[348] Others dispute the notion that Wikipedia, or similar efforts, will entirely displace traditional publications.
For instance, Chris Anderson, the editor-in-chief of Wired Magazine, wrote in Nature that the wisdom of crowds"" approach of Wikipedia will not displace top scientific journals","Italinian"
"[349] There is also an ongoing debate about the influence of Wikipedia on the biography publishing business.","Italinian"
"The worry is that, if you can get all that information from Wikipedia, what's left for biography?","Italinian"
"said Kathryn Hughes","Italinian"
"[350] Wikipedia has been widely used as a corpus for linguistic research in computational linguistics","Italinian"
"In particular","Italinian"
"[352] Methods similar to wikification can in turn be used to find ""missing"" links in Wikipedia.","Italinian"
"[353] In 2015","Italinian"
"[354][355][356] They used PageRank ""followed by the number of appearances in the 24 different language editions of Wikipedia (descending order) and the century in which they were founded (ascending order)"".","Italinian"
"[356] A 2017 MIT study suggests that words used on Wikipedia articles end up in scientific publications.","Italinian"
"[357][358] Studies related to Wikipedia have been using machine learning and artificial intelligence to support various operations.","Italinian"
"One of the most important areasâ€”automatic detection of vandalism[359][360] and data quality assessment in Wikipedia.","Italinian"
"[361] Several interactive multimedia encyclopedias incorporating entries written by the public existed long before Wikipedia was founded.","Italinian"
"The first of these was the 1986 BBC Domesday Project","Italinian"
"This was the first interactive multimedia encyclopedia (and was also the first major multimedia document connected through internal links)","Italinian"
"The user interface and part of the content of the Domesday Project were emulated on a website until 2008.","Italinian"
"[362] Several free-content","Italinian"
"Everything2)","Italinian"
"GNE).","Italinian"
"[364] One of the most successful early online encyclopedias incorporating entries by the public was h2g2","Italinian"
"The h2g2 encyclopedia is relatively lighthearted","Italinian"
"Subsequent collaborative knowledge websites have drawn inspiration from Wikipedia.","Italinian"
"Some","Italinian"
"Others use more traditional peer review","Italinian"
"The latter was started by Sanger in an attempt to create a reliable alternative to Wikipedia.","Italinian"
"[365][366] Machine learning (ML) is the study of computer algorithms that improve automatically through experience.","Italinian"
"[1] It is seen as a part of artificial intelligence.","Italinian"
"Machine learning algorithms build a model based on sample data","Italinian"
"[2] Machine learning algorithms are used in a wide variety of applications","Italinian"
"A subset of machine learning is closely related to computational statistics","Italinian"
"The study of mathematical optimization delivers methods","Italinian"
